% # iter+eval+sigma+axisratio+stddevratio+diag(D) (randomSeed=895229361, Fri Mar 13 20:04:39 2015)
0	0	5.0000e-03	1.00e+00	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	13	4.7119e-03	1.00e+00	1.01085	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
2	26	4.5322e-03	1.04e+00	1.01558	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.994595	0.996619	0.998016	1.00233	1.00526	1.019	1.03207
3	39	4.5945e-03	1.06e+00	1.0252	0.989219	0.989219	0.989219	0.989219	0.989219	0.989219	0.989219	0.989219	0.989219	0.989874	0.990076	0.990652	0.992596	0.994801	0.996472	0.998672	1.00163	1.01152	1.01413	1.01815	1.04929
4	52	4.6409e-03	1.09e+00	1.02801	0.983873	0.983873	0.983873	0.983987	0.98415	0.984386	0.984773	0.985209	0.985533	0.986325	0.987753	0.989268	0.991718	0.99359	0.995598	1.00024	1.00711	1.01103	1.01905	1.04359	1.07179
5	65	4.5676e-03	1.11e+00	1.02753	0.978587	0.978853	0.979197	0.979313	0.979621	0.980008	0.98098	0.981953	0.982705	0.984379	0.98706	0.989054	0.990465	0.995028	0.998402	1.00088	1.00698	1.01123	1.02531	1.04365	1.08928
6	78	4.6006e-03	1.13e+00	1.03427	0.973552	0.974027	0.974435	0.975158	0.975911	0.976894	0.977933	0.978663	0.980736	0.98155	0.984491	0.988263	0.99221	0.992633	0.997374	0.999846	1.00783	1.01045	1.02324	1.04366	1.09837
7	91	4.7432e-03	1.14e+00	1.04171	0.968661	0.969216	0.970107	0.970848	0.971587	0.972325	0.974713	0.976346	0.978538	0.978859	0.981874	0.9884	0.991351	0.992873	0.995961	1.00081	1.00528	1.01815	1.02316	1.06918	1.10546
8	104	4.8691e-03	1.19e+00	1.05469	0.964141	0.965143	0.965778	0.966243	0.967115	0.970837	0.971808	0.973321	0.975217	0.977664	0.9806	0.984013	0.990718	0.994978	0.999093	0.999555	1.00953	1.0158	1.0235	1.06743	1.14518
9	117	4.9551e-03	1.22e+00	1.06982	0.959452	0.961218	0.962423	0.963253	0.965711	0.967413	0.968562	0.970512	0.971163	0.976452	0.978539	0.984582	0.988608	0.992388	0.995338	1.0048	1.01275	1.03084	1.0452	1.06561	1.16844
10	130	4.9181e-03	1.24e+00	1.07575	0.957395	0.957985	0.95839	0.961293	0.962696	0.963423	0.96452	0.96781	0.968872	0.97396	0.976847	0.985422	0.987941	0.989171	0.995354	1.00557	1.01416	1.03293	1.04619	1.06162	1.19177
11	143	4.9153e-03	1.26e+00	1.08106	0.953091	0.953762	0.95554	0.957604	0.959708	0.962045	0.963912	0.964991	0.96936	0.97279	0.975565	0.983401	0.985177	0.989306	0.993103	1.00333	1.01421	1.04097	1.04946	1.06411	1.20136
12	156	4.8810e-03	1.29e+00	1.08377	0.948815	0.949286	0.952144	0.955556	0.957519	0.959421	0.960558	0.963334	0.966834	0.970289	0.972743	0.981025	0.982272	0.99111	0.99381	1.00238	1.01312	1.04153	1.05506	1.06292	1.22809
13	169	4.9400e-03	1.32e+00	1.09478	0.944084	0.945251	0.952231	0.952971	0.953895	0.956064	0.957223	0.959517	0.967483	0.968667	0.972234	0.977087	0.977764	0.987405	0.99104	1.0033	1.01318	1.04148	1.05259	1.08127	1.24513
14	182	5.1093e-03	1.34e+00	1.10254	0.939221	0.942703	0.948251	0.949425	0.951638	0.952542	0.953082	0.9572	0.965485	0.96692	0.972245	0.973393	0.977974	0.986656	0.993437	1.00047	1.01474	1.03796	1.04928	1.0963	1.25876
15	195	5.2222e-03	1.38e+00	1.11245	0.934532	0.939097	0.944701	0.946233	0.948178	0.949564	0.952254	0.956972	0.961352	0.962342	0.967911	0.969919	0.976763	0.984442	0.991232	1.00152	1.02362	1.03556	1.05094	1.1055	1.28839
16	208	5.2474e-03	1.41e+00	1.11564	0.929568	0.93548	0.942645	0.944233	0.946741	0.947852	0.949203	0.957024	0.960634	0.961785	0.966611	0.973321	0.975313	0.982834	0.988179	0.99836	1.02535	1.03484	1.05842	1.11001	1.30659
17	221	5.1077e-03	1.42e+00	1.12092	0.925974	0.934038	0.939628	0.942495	0.943314	0.947594	0.950324	0.953222	0.955885	0.957562	0.969786	0.972042	0.978699	0.979916	0.988181	1.00148	1.0234	1.04744	1.05324	1.11705	1.31581
18	234	5.1239e-03	1.44e+00	1.12588	0.921932	0.932242	0.936478	0.93928	0.940587	0.94595	0.949026	0.950228	0.955208	0.957955	0.967368	0.968802	0.975386	0.977819	0.98615	0.999698	1.02572	1.04702	1.0526	1.11933	1.33155
19	247	5.1152e-03	1.46e+00	1.12838	0.917362	0.928931	0.935065	0.938434	0.939462	0.94265	0.947291	0.951354	0.954526	0.959762	0.965437	0.96932	0.975239	0.981859	0.98439	1.00136	1.0228	1.04295	1.05314	1.11863	1.33967
20	260	5.1776e-03	1.47e+00	1.12838	0.912615	0.926037	0.93246	0.935301	0.936829	0.942192	0.944063	0.948355	0.955558	0.961973	0.964875	0.969563	0.975397	0.981929	0.989282	0.998156	1.02126	1.04099	1.05186	1.11553	1.34541
21	273	5.0493e-03	1.48e+00	1.12654	0.908265	0.92457	0.92977	0.93145	0.932873	0.940104	0.946703	0.950685	0.953063	0.960505	0.961766	0.970829	0.974476	0.981818	0.990571	1.00464	1.01957	1.03688	1.05994	1.11154	1.34861
22	286	5.0423e-03	1.49e+00	1.13259	0.903838	0.922663	0.927041	0.928396	0.930856	0.937356	0.943733	0.948477	0.952593	0.960363	0.963193	0.968895	0.97242	0.981246	0.998891	1.00848	1.01941	1.03384	1.06514	1.11092	1.34887
23	299	5.0645e-03	1.50e+00	1.13462	0.899543	0.918634	0.923356	0.924379	0.929224	0.935	0.939599	0.944949	0.949092	0.956296	0.962644	0.967642	0.969615	0.984607	0.996383	1.00708	1.01916	1.03974	1.07137	1.11472	1.35304
24	312	4.9631e-03	1.51e+00	1.13728	0.895542	0.916816	0.919379	0.922167	0.930461	0.932463	0.935406	0.940727	0.954121	0.954971	0.961507	0.969227	0.972191	0.982359	0.997986	1.00966	1.02588	1.0437	1.07333	1.1183	1.35124
25	325	4.8308e-03	1.52e+00	1.13614	0.890942	0.916483	0.92081	0.921784	0.926784	0.929756	0.933044	0.938827	0.951221	0.952838	0.963453	0.968108	0.972139	0.979615	1.00119	1.00845	1.03018	1.0414	1.07174	1.11971	1.35278
26	338	4.7306e-03	1.53e+00	1.14002	0.886526	0.912688	0.918439	0.919426	0.923022	0.925472	0.929538	0.938687	0.94921	0.958679	0.963203	0.967838	0.969166	0.980657	1.00052	1.01026	1.03253	1.04762	1.07139	1.12469	1.35983
27	351	4.6780e-03	1.55e+00	1.14201	0.88218	0.910104	0.915652	0.91644	0.92132	0.922338	0.925218	0.934879	0.950199	0.958214	0.962512	0.963077	0.96809	0.977328	1.00242	1.00579	1.0299	1.05383	1.07082	1.13321	1.36418
28	364	4.5718e-03	1.56e+00	1.14371	0.877712	0.906127	0.912404	0.91396	0.91806	0.922273	0.928343	0.933339	0.946862	0.957932	0.959772	0.962753	0.96697	0.981673	1.00257	1.00294	1.02881	1.05285	1.08447	1.139	1.36603
29	377	4.5728e-03	1.57e+00	1.14209	0.87322	0.904484	0.908416	0.911788	0.915002	0.918609	0.926041	0.933568	0.942829	0.95543	0.957672	0.961173	0.971796	0.981464	1.00188	1.01176	1.02597	1.05096	1.08501	1.14703	1.36743
30	390	4.6225e-03	1.57e+00	1.14201	0.869522	0.901102	0.90565	0.909177	0.913025	0.916782	0.921658	0.935581	0.948684	0.952567	0.956075	0.963275	0.977114	0.982135	0.999414	1.01434	1.02898	1.04854	1.08367	1.15401	1.3634
31	403	4.7814e-03	1.58e+00	1.14387	0.865191	0.898433	0.902626	0.908245	0.909411	0.916543	0.924855	0.933706	0.946732	0.948393	0.955175	0.967223	0.982963	0.996117	1.00091	1.0105	1.03135	1.04478	1.08576	1.15996	1.36464
32	416	4.8043e-03	1.58e+00	1.1412	0.861086	0.895767	0.898862	0.905877	0.912218	0.915445	0.92322	0.932898	0.942602	0.948164	0.958421	0.97007	0.982502	0.994357	1.00082	1.02552	1.03473	1.04734	1.0806	1.1601	1.36049
33	429	4.8591e-03	1.58e+00	1.14119	0.856847	0.894095	0.895465	0.904561	0.911073	0.915068	0.920132	0.929253	0.938814	0.948069	0.962414	0.973376	0.981063	0.994045	0.999744	1.02273	1.03433	1.05401	1.10509	1.16038	1.35469
